doc_id,content,doc_type,topic,argument_type,metadata,full_context
1_97_premise,"The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published.",premise,Internetaccess,attack,TOPIC: Internetaccess | ARGUMENT_TYPE: attack,"TOPIC: Internetaccess | ARGUMENT_TYPE: attack | PREMISE: The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published."
1_133_premise,"Profiling will use such information as nervousness at airport. We're not talking only about profiling Muslims. We need to take a lesson from the Israelis. When you go through security checkpoints in Tel Aviv airport, you have very highly trained screeners. Someone who is about to carry on a terrorist attack acts nervous, acts suspicious under such scrutiny.""",premise,Securityprofiling,support,TOPIC: Securityprofiling | ARGUMENT_TYPE: support,"TOPIC: Securityprofiling | ARGUMENT_TYPE: support | PREMISE: Profiling will use such information as nervousness at airport. We're not talking only about profiling Muslims. We need to take a lesson from the Israelis. When you go through security checkpoints in Tel Aviv airport, you have very highly trained screeners. Someone who is about to carry on a terrorist attack acts nervous, acts suspicious under such scrutiny."""
1_133_hypothesis,Airport security profiling is an effective strategy.,hypothesis,Securityprofiling,support,TOPIC: Securityprofiling | ARGUMENT_TYPE: support,TOPIC: Securityprofiling | ARGUMENT_TYPE: support | HYPOTHESIS: Airport security profiling is an effective strategy.
1_134_premise,"We have seen that certain types of people who fit a certain profile – young men of a particular ethnic background – have been engaged in terror activities, and targeting this sort of passenger would give people a greater sense of security. Profiling has to be backed by this type of statistical and intelligence-based evidence. There would be no point in stopping Muslim grandmothers.",premise,Securityprofiling,support,TOPIC: Securityprofiling | ARGUMENT_TYPE: support,"TOPIC: Securityprofiling | ARGUMENT_TYPE: support | PREMISE: We have seen that certain types of people who fit a certain profile – young men of a particular ethnic background – have been engaged in terror activities, and targeting this sort of passenger would give people a greater sense of security. Profiling has to be backed by this type of statistical and intelligence-based evidence. There would be no point in stopping Muslim grandmothers."
1_134_hypothesis,Airport security profiling is an effective strategy.,hypothesis,Securityprofiling,support,TOPIC: Securityprofiling | ARGUMENT_TYPE: support,TOPIC: Securityprofiling | ARGUMENT_TYPE: support | HYPOTHESIS: Airport security profiling is an effective strategy.
1_135_premise,"It's not true that all terrorists are Muslims. Any such measure would not only alienate people, it would also be ineffective in terms of stopping terrorists. What's to stop them dressing up as orthodox Jews in order to evade profiling-based searches?",premise,Securityprofiling,attack,TOPIC: Securityprofiling | ARGUMENT_TYPE: attack,"TOPIC: Securityprofiling | ARGUMENT_TYPE: attack | PREMISE: It's not true that all terrorists are Muslims. Any such measure would not only alienate people, it would also be ineffective in terms of stopping terrorists. What's to stop them dressing up as orthodox Jews in order to evade profiling-based searches?"
1_135_hypothesis,"We have seen that certain types of people who fit a certain profile – young men of a particular ethnic background – have been engaged in terror activities, and targeting this sort of passenger would give people a greater sense of security. Profiling has to be backed by this type of statistical and intelligence-based evidence. There would be no point in stopping Muslim grandmothers.",hypothesis,Securityprofiling,attack,TOPIC: Securityprofiling | ARGUMENT_TYPE: attack,"TOPIC: Securityprofiling | ARGUMENT_TYPE: attack | HYPOTHESIS: We have seen that certain types of people who fit a certain profile – young men of a particular ethnic background – have been engaged in terror activities, and targeting this sort of passenger would give people a greater sense of security. Profiling has to be backed by this type of statistical and intelligence-based evidence. There would be no point in stopping Muslim grandmothers."
1_136_premise,"Many terrorism suspects came from within the United States and European Union countries. Airport profiling does not help against individuals with names and ethnic backgrounds like Richard Reid, Jose Padilla, David Headley and Michael Finton.",premise,Securityprofiling,attack,TOPIC: Securityprofiling | ARGUMENT_TYPE: attack,"TOPIC: Securityprofiling | ARGUMENT_TYPE: attack | PREMISE: Many terrorism suspects came from within the United States and European Union countries. Airport profiling does not help against individuals with names and ethnic backgrounds like Richard Reid, Jose Padilla, David Headley and Michael Finton."
1_136_hypothesis,Airport security profiling is an effective strategy.,hypothesis,Securityprofiling,attack,TOPIC: Securityprofiling | ARGUMENT_TYPE: attack,TOPIC: Securityprofiling | ARGUMENT_TYPE: attack | HYPOTHESIS: Airport security profiling is an effective strategy.
1_137_premise,"Slowly but steadily, solar has been in the throes of a quiet revolution, with efficiencies rising, costs falling, and new technological breakthroughs — including the recent development of nano-thin photovoltaic materials — all dramatically changing the game.",premise,Solarenergy,support,TOPIC: Solarenergy | ARGUMENT_TYPE: support,"TOPIC: Solarenergy | ARGUMENT_TYPE: support | PREMISE: Slowly but steadily, solar has been in the throes of a quiet revolution, with efficiencies rising, costs falling, and new technological breakthroughs — including the recent development of nano-thin photovoltaic materials — all dramatically changing the game."
1_137_hypothesis,Solar energy is economically sound.,hypothesis,Solarenergy,support,TOPIC: Solarenergy | ARGUMENT_TYPE: support,TOPIC: Solarenergy | ARGUMENT_TYPE: support | HYPOTHESIS: Solar energy is economically sound.
1_138_premise,"Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Compared to fossil fuels, sunlight is a weak energy source because the radiation strength is ""diluted"" by the time the rays reach earth. This makes its collection more difficult and expensive. In general, more high technology, equipment, and land-area are required with solar energy to produce the same amount of energy as other resources. This makes it more challenging and expensive."
1_138_hypothesis,Solar energy is economically sound.,hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Solar energy is economically sound.
1_139_premise,"Solar energy is free after the initial investment. Once installed, there are no recurring costs involved with Solar Energy.",premise,Solarenergy,support,TOPIC: Solarenergy | ARGUMENT_TYPE: support,"TOPIC: Solarenergy | ARGUMENT_TYPE: support | PREMISE: Solar energy is free after the initial investment. Once installed, there are no recurring costs involved with Solar Energy."
1_139_hypothesis,Solar energy is economically sound.,hypothesis,Solarenergy,support,TOPIC: Solarenergy | ARGUMENT_TYPE: support,TOPIC: Solarenergy | ARGUMENT_TYPE: support | HYPOTHESIS: Solar energy is economically sound.
1_140_premise,High oil prices make solar more competitive. High oil prices in recent years have made solar power much more price competitive.,premise,Solarenergy,support,TOPIC: Solarenergy | ARGUMENT_TYPE: support,TOPIC: Solarenergy | ARGUMENT_TYPE: support | PREMISE: High oil prices make solar more competitive. High oil prices in recent years have made solar power much more price competitive.
1_140_hypothesis,Solar energy is economically sound.,hypothesis,Solarenergy,support,TOPIC: Solarenergy | ARGUMENT_TYPE: support,TOPIC: Solarenergy | ARGUMENT_TYPE: support | HYPOTHESIS: Solar energy is economically sound.
1_141_premise,"Solar energy is abundant. Every minute, enough energy arrives at planet Earth to meet human energy demands for a year. It is, therefore, the most abundant energy source available to humans. This abundance makes it an economic gem.",premise,Solarenergy,support,TOPIC: Solarenergy | ARGUMENT_TYPE: support,"TOPIC: Solarenergy | ARGUMENT_TYPE: support | PREMISE: Solar energy is abundant. Every minute, enough energy arrives at planet Earth to meet human energy demands for a year. It is, therefore, the most abundant energy source available to humans. This abundance makes it an economic gem."
1_141_hypothesis,Solar energy is economically sound.,hypothesis,Solarenergy,support,TOPIC: Solarenergy | ARGUMENT_TYPE: support,TOPIC: Solarenergy | ARGUMENT_TYPE: support | HYPOTHESIS: Solar energy is economically sound.
1_142_premise,"Solar panels cannot produce energy at night like other alternatives. Coal-electricity and hydroelectricity can both operate 24/7. Solar power, however, can only operate during the day-time. This means that solar power's energy yield is smaller relative to the capital investment.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Solar panels cannot produce energy at night like other alternatives. Coal-electricity and hydroelectricity can both operate 24/7. Solar power, however, can only operate during the day-time. This means that solar power's energy yield is smaller relative to the capital investment."
1_142_hypothesis,"Solar energy is abundant. Every minute, enough energy arrives at planet Earth to meet human energy demands for a year. It is, therefore, the most abundant energy source available to humans. This abundance makes it an economic gem.",hypothesis,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | HYPOTHESIS: Solar energy is abundant. Every minute, enough energy arrives at planet Earth to meet human energy demands for a year. It is, therefore, the most abundant energy source available to humans. This abundance makes it an economic gem."
1_143_premise,"Clouds and smog undermine solar energy unlike other energy sources. If it is cloudy, the output of solar energy can be reduced by over ninety percent. This means that solar energy is entirely dependent on good weather, an unpredictable variable that is economically unattractive.",premise,Solarenergy,attack,TOPIC: Solarenergy | ARGUMENT_TYPE: attack,"TOPIC: Solarenergy | ARGUMENT_TYPE: attack | PREMISE: Clouds and smog undermine solar energy unlike other energy sources. If it is cloudy, the output of solar energy can be reduced by over ninety percent. This means that solar energy is entirely dependent on good weather, an unpredictable variable that is economically unattractive."
